Date;Price;Open;High;Low;Vol.;Change %;GDPC1_PCH;DFF;Price_USD;Change %_USD;UNRATE;INDPRO;T10YIE;Production_Oil
2003-01-02;31.85;31.6;32.09;31.4;62.48K;2.08%;-0.30972;1.3;102.98;0.0111;5.8;91.1355;1.64;178412.0
2003-01-03;33.08;31.98;33.25;31.9;68.42K;3.86%;-0.30972;1.12;102.47;-5;5.8;91.1355;1.62;178412.0
2003-01-06;32.1;33.08;33.33;31.91;98.25K;-2.96%;-0.30972;1.22;101.97;-0.0049;5.8;91.1355;1.63;178412.0
2003-01-07;31.08;32.11;32.4;30.51;124.28K;-3.18%;-0.30972;1.2;102.57;0.0059;5.8;91.1355;1.62;178412.0
2003-01-08;30.56;31.05;31.3;29.75;108.04K;-1.67%;-0.30972;1.29;101.87;-0.0068;5.8;91.1355;1.71;178412.0
2003-01-09;31.99;30.6;32.05;30.47;111.72K;4.68%;-0.30972;1.29;101.94;0.0007;5.8;91.1355;1.78;178412.0
2003-01-10;31.68;31.99;32.38;31.35;98.56K;-0.97%;-0.30972;1.25;101.23;-0.0069999999999999;5.8;91.1355;1.75;178412.0
2003-01-13;32.26;31.3;32.38;31.13;90.73K;1.83%;-0.30972;1.26;101.47;0.0024;5.8;91.1355;1.77;178412.0
2003-01-14;32.37;32.25;32.9;31.88;114.00K;0.34%;-0.30972;1.24;101.21;-0.0026;5.8;91.1355;1.76;178412.0
2003-01-15;33.21;32.4;33.29;32.28;111.65K;2.59%;-0.30972;1.3;101.34;0.0013;5.8;91.1355;1.8;178412.0
2003-01-16;33.66;33.15;33.98;33.0;71.77K;1.36%;-0.30972;1.24;100.79;-0.0054;5.8;91.1355;1.79;178412.0
2003-01-17;33.91;33.65;34.0;32.9;73.64K;0.74%;-0.30972;1.2;100.55;-0.0024;5.8;91.1355;1.8;178412.0
2003-01-21;34.61;33.76;35.2;33.38;67.09K;2.06%;-0.30972;1.31;100.23;-0.0032;5.8;91.1355;1.78;178412.0
2003-01-22;32.85;33.05;33.44;32.65;84.59K;-5.09%;-0.30972;1.26;100.23;0.0;5.8;91.1355;1.72;178412.0
2003-01-23;32.25;32.86;33.0;31.9;109.02K;-1.83%;-0.30972;1.27;99.86;-0.0037;5.8;91.1355;1.78;178412.0
2003-01-24;33.28;32.25;33.4;32.11;95.52K;3.19%;-0.30972;1.21;99.22;-0.0064;5.8;91.1355;1.8;178412.0
2003-01-27;32.29;33.34;33.53;32.25;88.86K;-2.97%;-0.30972;1.3;99.26;0.0004;5.8;91.1355;1.82;178412.0
2003-01-28;32.67;32.39;32.84;32.29;56.61K;1.18%;-0.30972;1.23;99.48;0.0022;5.8;91.1355;1.81;178412.0
2003-01-29;33.63;32.73;33.85;32.3;98.10K;2.94%;-0.30972;1.26;99.28;-2;5.8;91.1355;1.85;178412.0
2003-01-30;33.85;33.63;33.95;33.34;61.89K;0.65%;-0.30972;1.29;99.52;0.0024;5.8;91.1355;1.8;178412.0
2003-01-31;33.51;33.88;33.88;33.32;92.52K;-1.00%;-0.30972;1.33;99.91;0.0039;5.8;91.1355;1.81;178412.0
2003-02-03;32.76;33.33;33.47;32.65;74.75K;-2.24%;-0.30972;1.3;99.9;-0.0001;5.9;91.2502;1.81;161920.0
2003-02-04;33.58;32.76;33.72;32.55;81.57K;2.50%;-0.30972;1.21;99.14;-0.0076;5.9;91.2502;1.84;161920.0
2003-02-05;33.93;33.53;34.28;33.12;88.32K;1.04%;-0.30972;1.21;99.65;0.0051;5.9;91.2502;1.9;161920.0
2003-02-06;34.16;33.93;34.45;33.78;85.55K;0.68%;-0.30972;1.23;99.46;-0.0019;5.9;91.2502;1.88;161920.0
2003-02-07;35.12;34.12;35.25;34.12;99.48K;2.81%;-0.30972;1.21;99.57;0.0011;5.9;91.2502;1.89;161920.0
2003-02-10;34.48;34.9;35.38;34.3;90.53K;-1.82%;-0.30972;1.25;100.27;0.0069999999999999;5.9;91.2502;1.93;161920.0
2003-02-11;35.44;34.55;35.6;34.34;95.20K;2.78%;-0.30972;1.22;100.39;0.0012;5.9;91.2502;1.93;161920.0
2003-02-12;35.77;35.4;35.95;35.1;113.20K;0.93%;-0.30972;1.23;100.51;0.0012;5.9;91.2502;1.89;161920.0
2003-02-13;36.36;35.7;36.4;35.7;95.54K;1.65%;-0.30972;1.28;99.59;-0.0092;5.9;91.2502;1.88;161920.0
2003-02-14;36.8;36.49;36.85;35.88;86.11K;1.21%;-0.30972;1.3;100.04;0.0045;5.9;91.2502;1.92;161920.0
2003-02-18;36.96;36.38;37.05;36.0;47.15K;0.43%;-0.30972;1.35;100.53;0.0049;5.9;91.2502;1.89;161920.0
2003-02-19;37.16;36.71;37.45;36.36;61.38K;0.54%;-0.30972;1.24;100.0;-0.0053;5.9;91.2502;1.89;161920.0
2003-02-20;36.79;37.21;37.55;36.1;50.52K;-1.00%;-0.30972;1.25;99.55;-0.0045;5.9;91.2502;1.94;161920.0
2003-02-21;35.58;34.8;35.95;34.7;76.70K;-3.29%;-0.30972;1.21;100.09;0.0054;5.9;91.2502;1.97;161920.0
2003-02-24;36.48;35.47;36.52;35.47;71.13K;2.53%;-0.30972;1.25;99.66;-0.0043;5.9;91.2502;1.99;161920.0
2003-02-25;36.06;36.53;37.1;35.9;111.12K;-1.15%;-0.30972;1.28;99.83;0.0017;5.9;91.2502;1.97;161920.0
2003-02-26;37.7;36.06;37.93;35.96;122.30K;4.55%;-0.30972;1.28;99.62;-0.0021;5.9;91.2502;1.94;161920.0
2003-02-27;37.2;37.8;39.99;37.1;158.96K;-1.33%;-0.30972;1.31;99.81;0.0019;5.9;91.2502;1.94;161920.0
2003-02-28;36.6;37.22;37.55;36.3;95.70K;-1.61%;-0.30972;1.33;99.71;-1;5.9;91.2502;1.94;161920.0
2003-03-03;35.88;36.45;36.45;35.36;68.66K;-1.97%;-0.30972;1.33;99.1;-0.0060999999999999;5.9;91.0059;1.91;179907.0
2003-03-04;36.89;35.92;37.18;35.92;81.81K;2.81%;-0.30972;1.2;99.13;0.0003;5.9;91.0059;1.88;179907.0
2003-03-05;36.69;36.9;37.48;35.9;87.73K;-0.54%;-0.30972;1.22;98.28;-0.0086;5.9;91.0059;1.88;179907.0
2003-03-06;37.0;36.81;37.2;36.5;61.13K;0.84%;-0.30972;1.23;98.31;0.0003;5.9;91.0059;1.93;179907.0
2003-03-07;37.78;37.1;37.84;36.8;76.89K;2.11%;-0.30972;1.2;98.04;-0.0027;5.9;91.0059;1.91;179907.0
2003-03-10;37.27;37.78;38.2;37.1;77.50K;-1.35%;-0.30972;1.23;97.85;-0.0019;5.9;91.0059;1.9;179907.0
2003-03-11;36.72;37.25;37.45;36.33;86.10K;-1.48%;-0.30972;1.21;97.99;0.0014;5.9;91.0059;1.92;179907.0
2003-03-12;37.83;36.76;37.95;36.17;90.44K;3.02%;-0.30972;1.23;98.16;0.0017;5.9;91.0059;1.92;179907.0
2003-03-13;36.01;37.85;38.14;35.75;97.04K;-4.81%;-0.30972;1.31;99.55;0.0141999999999999;5.9;91.0059;2.01;179907.0
2003-03-14;35.38;36.13;36.22;33.85;97.94K;-1.75%;-0.30972;1.3;99.99;0.0044;5.9;91.0059;1.83;179907.0
2003-03-17;34.93;35.98;36.95;34.0;90.02K;-1.27%;-0.30972;1.31;100.74;0.0075;5.9;91.0059;1.85;179907.0
2003-03-18;31.67;34.84;34.97;31.4;63.35K;-9.33%;-0.30972;1.2;100.86;0.0012;5.9;91.0059;1.83;179907.0
2003-03-19;29.88;31.77;32.42;29.5;55.44K;-5.65%;-0.30972;1.2;101.58;0.0070999999999999;5.9;91.0059;1.83;179907.0
2003-03-20;28.61;29.85;30.6;28.0;26.35K;-4.25%;-0.30972;1.23;101.15;-0.0042;5.9;91.0059;1.81;179907.0
2003-03-21;26.91;28.25;28.62;26.3;99.96K;-5.94%;-0.30972;1.2;101.92;0.0076;5.9;91.0059;1.82;179907.0
2003-03-24;28.66;27.37;28.9;27.21;71.67K;6.50%;-0.30972;1.23;100.98;-0.0092;5.9;91.0059;1.8;179907.0
2003-03-25;27.97;28.65;29.7;27.8;91.29K;-2.41%;-0.30972;1.24;100.87;-0.0011;5.9;91.0059;1.8;179907.0
2003-03-26;28.63;28.1;28.95;28.06;73.97K;2.36%;-0.30972;1.26;100.61;-0.0026;5.9;91.0059;1.81;179907.0
2003-03-27;30.37;28.73;30.45;28.55;76.33K;6.08%;-0.30972;1.29;100.64;0.0003;5.9;91.0059;1.85;179907.0
2003-03-28;30.16;30.4;31.05;29.85;62.05K;-0.69%;-0.30972;1.26;99.96;-0.0068;5.9;91.0059;1.83;179907.0
2003-03-31;31.04;30.24;31.3;30.07;46.66K;2.92%;-0.30972;1.38;99.06;-9;5.9;91.0059;1.8;179907.0
2003-04-01;29.78;31.16;31.32;29.58;61.23K;-4.06%;0.27291;1.29;99.15;0.0009;6.0;90.4281;1.82;171774.0
2003-04-02;28.56;29.78;29.83;28.18;66.96K;-4.10%;0.27291;1.19;100.08;0.0093999999999999;6.0;90.4281;1.83;171774.0
2003-04-03;28.97;28.5;29.24;27.66;63.35K;1.44%;0.27291;1.24;100.34;0.0026;6.0;90.4281;1.81;171774.0
2003-04-04;28.62;28.98;29.07;27.82;56.57K;-1.21%;0.27291;1.22;100.45;0.0011;6.0;90.4281;1.8;171774.0
2003-04-07;27.96;28.0;28.7;27.15;64.67K;-2.31%;0.27291;1.25;101.04;0.0059;6.0;90.4281;1.82;171774.0
2003-04-08;28.0;27.89;28.38;27.31;59.96K;0.14%;0.27291;1.22;100.53;-5;6.0;90.4281;1.77;171774.0
2003-04-09;28.85;28.1;28.95;27.78;69.05K;3.04%;0.27291;1.24;100.16;-0.0037;6.0;90.4281;1.8;171774.0
2003-04-10;27.46;28.85;28.92;27.3;87.44K;-4.82%;0.27291;1.27;99.82;-0.0034;6.0;90.4281;1.79;171774.0
2003-04-11;28.14;27.47;28.25;27.02;67.67K;2.48%;0.27291;1.24;100.18;0.0036;6.0;90.4281;1.77;171774.0
2003-04-14;28.63;28.15;28.65;27.57;62.49K;1.74%;0.27291;1.32;99.96;-0.0022;6.0;90.4281;1.82;171774.0
2003-04-15;29.29;28.55;29.44;28.28;67.84K;2.31%;0.27291;1.34;99.76;-2;6.0;90.4281;1.8;171774.0
2003-04-16;29.18;29.31;29.65;28.52;75.18K;-0.38%;0.27291;1.26;99.06;-0.0069999999999999;6.0;90.4281;1.76;171774.0
2003-04-17;30.55;29.1;30.65;29.1;52.78K;4.69%;0.27291;1.28;99.3;0.0024;6.0;90.4281;1.76;171774.0
2003-04-21;30.87;30.25;31.25;30.06;44.30K;1.05%;0.27291;1.29;99.59;0.0029;6.0;90.4281;1.75;171774.0
2003-04-22;29.91;30.8;30.85;29.6;49.33K;-3.11%;0.27291;1.26;98.73;-0.0086;6.0;90.4281;1.74;171774.0
2003-04-23;26.65;27.9;28.22;26.36;103.20K;-10.90%;0.27291;1.24;98.78;0.0005;6.0;90.4281;1.76;171774.0
2003-04-24;26.64;26.6;26.94;25.61;101.50K;-0.04%;0.27291;1.24;98.33;-0.0046;6.0;90.4281;1.71;171774.0
2003-04-25;26.26;26.68;27.05;26.0;78.21K;-1.43%;0.27291;1.28;98.36;0.0003;6.0;90.4281;1.73;171774.0
2003-04-28;25.49;26.2;26.2;25.3;72.99K;-2.93%;0.27291;1.29;98.67;0.0032;6.0;90.4281;1.76;171774.0
2003-04-29;25.24;25.35;25.55;25.04;67.75K;-0.98%;0.27291;1.27;98.02;-0.0066;6.0;90.4281;1.74;171774.0
2003-04-30;25.8;25.27;26.5;25.25;106.19K;2.22%;0.27291;1.31;97.19;-0.0085;6.0;90.4281;1.73;171774.0
2003-05-01;26.03;25.95;26.38;25.8;63.78K;0.89%;0.27291;1.3;96.7;-5;6.1;90.4073;1.75;175568.0
2003-05-02;25.67;26.1;26.6;25.42;76.39K;-1.38%;0.27291;1.24;96.76;0.0006;6.1;90.4073;1.75;175568.0
2003-05-05;26.49;25.52;26.53;25.5;64.68K;3.19%;0.27291;1.27;96.37;-4;6.1;90.4073;1.73;175568.0
2003-05-06;25.72;26.51;26.51;25.46;82.88K;-2.91%;0.27291;1.28;95.34;-0.0107;6.1;90.4073;1.67;175568.0
2003-05-07;26.23;25.7;26.35;25.5;80.45K;1.98%;0.27291;1.28;95.58;0.0025;6.1;90.4073;1.7;175568.0
2003-05-08;26.98;26.23;27.35;26.0;114.42K;2.86%;0.27291;1.27;94.93;-0.0068;6.1;90.4073;1.7;175568.0
2003-05-09;27.72;26.98;27.95;26.86;92.48K;2.74%;0.27291;1.24;94.98;0.0005;6.1;90.4073;1.69;175568.0
2003-05-12;27.35;27.59;28.45;27.22;91.93K;-1.33%;0.27291;1.25;94.55;-0.0045;6.1;90.4073;1.68;175568.0
2003-05-13;28.5;27.4;28.55;27.26;82.52K;4.20%;0.27291;1.23;94.72;0.0018;6.1;90.4073;1.69;175568.0
2003-05-14;29.17;28.45;29.35;27.95;97.03K;2.35%;0.27291;1.3;94.58;-0.0015;6.1;90.4073;1.66;175568.0
2003-05-15;28.74;29.21;29.48;28.5;84.18K;-1.47%;0.27291;1.36;95.22;0.0068;6.1;90.4073;1.67;175568.0
2003-05-16;29.14;28.6;29.2;28.25;57.53K;1.39%;0.27291;1.26;94.08;-12;6.1;90.4073;1.62;175568.0
2003-05-19;28.83;29.16;29.48;28.52;73.84K;-1.06%;0.27291;1.26;93.78;-0.0032;6.1;90.4073;1.61;175568.0
2003-05-20;29.28;28.85;29.45;28.51;60.67K;1.56%;0.27291;1.23;93.26;-0.0055;6.1;90.4073;1.65;175568.0
2003-05-21;29.03;28.35;29.6;28.3;101.80K;-0.85%;0.27291;1.23;93.54;3;6.1;90.4073;1.66;175568.0
2003-05-22;28.85;29.04;29.04;28.38;69.16K;-0.62%;0.27291;1.25;93.56;0.0002;6.1;90.4073;1.63;175568.0
2003-05-23;29.16;28.86;29.45;28.75;43.79K;1.07%;0.27291;1.21;93.05;-0.0055;6.1;90.4073;1.62;175568.0
2003-05-27;29.35;29.16;29.63;28.55;82.03K;0.65%;0.27291;1.32;92.72;-0.0034999999999999;6.1;90.4073;1.61;175568.0
2003-05-28;28.58;29.26;29.32;28.47;60.40K;-2.62%;0.27291;1.29;93.45;0.0079;6.1;90.4073;1.61;175568.0
2003-05-29;29.1;28.56;29.38;28.27;90.66K;1.82%;0.27291;1.29;92.71;-0.0079;6.1;90.4073;1.58;175568.0
2003-05-30;29.56;29.02;29.65;29.02;64.26K;1.58%;0.27291;1.28;93.27;6;6.1;90.4073;1.6;175568.0
2003-06-02;30.71;29.49;30.84;29.49;90.95K;3.89%;0.27291;1.27;93.34;0.0008;6.3;90.5218;1.6;169772.0
2003-06-03;30.67;30.65;30.86;30.33;59.00K;-0.13%;0.27291;1.21;93.53;2;6.3;90.5218;1.58;169772.0
2003-06-04;30.05;30.78;31.0;29.9;96.89K;-2.02%;0.27291;1.22;93.73;0.0021;6.3;90.5218;1.57;169772.0
2003-06-05;30.74;30.05;30.82;29.65;81.56K;2.30%;0.27291;1.26;92.52;-0.0129;6.3;90.5218;1.59;169772.0
2003-06-06;31.28;30.78;31.3;30.65;71.45K;1.76%;0.27291;1.24;93.48;0.0104;6.3;90.5218;1.61;169772.0
2003-06-09;31.45;31.28;31.85;30.79;70.20K;0.54%;0.27291;1.25;93.3;-0.0019;6.3;90.5218;1.61;169772.0
2003-06-10;31.73;31.4;31.76;30.9;72.43K;0.89%;0.27291;1.22;93.56;0.0028;6.3;90.5218;1.59;169772.0
2003-06-11;32.36;31.75;32.5;31.46;89.79K;1.99%;0.27291;1.25;92.97;-0.0063;6.3;90.5218;1.59;169772.0
2003-06-12;31.51;32.12;32.27;31.36;80.84K;-2.63%;0.27291;1.25;92.9;-0.0008;6.3;90.5218;1.61;169772.0
2003-06-13;30.65;31.51;31.56;29.85;93.75K;-2.73%;0.27291;1.24;92.22;-0.0073;6.3;90.5218;1.62;169772.0
2003-06-16;31.18;30.5;31.25;30.43;73.46K;1.73%;0.27291;1.33;92.4;2;6.3;90.5218;1.59;169772.0
2003-06-17;31.07;31.13;31.35;30.8;52.18K;-0.35%;0.27291;1.24;92.61;0.0023;6.3;90.5218;1.57;169772.0
2003-06-18;30.36;31.05;31.08;29.8;61.96K;-2.29%;0.27291;1.22;93.17;6;6.3;90.5218;1.58;169772.0
2003-06-19;29.96;30.32;30.33;29.7;54.08K;-1.32%;0.27291;1.22;93.16;-0.0001;6.3;90.5218;1.61;169772.0
2003-06-20;30.82;29.88;30.95;29.85;43.78K;2.87%;0.27291;1.23;94.04;0.0093999999999999;6.3;90.5218;1.63;169772.0
2003-06-23;29.17;29.53;29.76;28.86;57.35K;-5.35%;0.27291;1.21;94.08;0.0004;6.3;90.5218;1.61;169772.0
2003-06-24;28.78;29.14;29.2;28.53;61.20K;-1.34%;0.27291;1.15;94.39;0.0033;6.3;90.5218;1.61;169772.0
2003-06-25;29.95;28.78;30.05;28.61;97.94K;4.07%;0.27291;1.18;94.12;-0.0029;6.3;90.5218;1.67;169772.0
2003-06-26;29.01;29.95;30.02;28.86;84.87K;-3.14%;0.27291;1.1;94.97;9;6.3;90.5218;1.7;169772.0
2003-06-27;29.27;29.01;29.49;28.83;62.79K;0.90%;0.27291;1.08;95.15;0.0019;6.3;90.5218;1.68;169772.0
2003-06-30;30.19;29.3;30.21;29.1;74.54K;3.14%;0.27291;1.45;94.73;-0.0044;6.3;90.5218;1.64;169772.0
2003-07-01;30.4;30.12;30.5;29.7;66.78K;0.70%;1.25669;1.11;94.3;-0.0045;6.2;90.9896;1.64;170452.0
2003-07-02;30.15;30.32;30.7;29.9;63.60K;-0.82%;1.25669;1.01;94.12;-0.0019;6.2;90.9896;1.6;170452.0
2003-07-03;30.42;30.14;30.98;30.07;67.50K;0.90%;1.25669;0.96;94.41;0.0031;6.2;90.9896;1.58;170452.0
2003-07-07;30.13;30.15;30.25;29.82;50.77K;-0.95%;1.25669;1.0;95.51;0.0102;6.2;90.9896;1.6;170452.0
2003-07-08;30.22;30.13;30.31;29.52;78.10K;0.30%;1.25669;0.93;95.82;0.0032;6.2;90.9896;1.63;170452.0
2003-07-09;30.88;30.22;30.9;30.0;92.23K;2.18%;1.25669;0.96;95.59;-0.0024;6.2;90.9896;1.73;170452.0
2003-07-10;31.06;30.88;31.6;30.82;93.48K;0.58%;1.25669;1.0;95.39;-0.0021;6.2;90.9896;1.76;170452.0
2003-07-11;31.28;31.01;31.75;30.9;77.34K;0.71%;1.25669;0.98;95.8;0.0043;6.2;90.9896;1.78;170452.0
2003-07-14;31.27;31.15;31.42;30.65;72.33K;-0.03%;1.25669;1.07;96.07;0.0028;6.2;90.9896;1.82;170452.0
2003-07-15;31.62;31.34;31.73;30.95;89.78K;1.12%;1.25669;1.13;96.07;0.0;6.2;90.9896;1.88;170452.0
2003-07-16;31.05;31.65;32.05;30.92;96.85K;-1.80%;1.25669;1.01;96.72;0.0068;6.2;90.9896;1.89;170452.0
2003-07-17;31.41;31.03;31.6;31.0;66.72K;1.16%;1.25669;1.02;96.86;0.0014;6.2;90.9896;1.93;170452.0
2003-07-18;31.96;31.44;32.0;31.16;43.67K;1.75%;1.25669;0.99;96.86;0.0;6.2;90.9896;1.96;170452.0
2003-07-21;31.78;32.0;32.1;31.25;52.74K;-0.56%;1.25669;1.02;96.11;-0.0077;6.2;90.9896;1.98;170452.0
2003-07-22;30.19;31.72;31.73;29.7;48.39K;-5.00%;1.25669;1.0;96.38;0.0028;6.2;90.9896;1.98;170452.0
2003-07-23;29.67;29.47;29.83;29.17;82.77K;-1.72%;1.25669;1.05;95.44;-0.0098;6.2;90.9896;2.01;170452.0
2003-07-24;30.22;29.72;30.25;29.4;74.87K;1.85%;1.25669;1.04;95.34;-1;6.2;90.9896;2.02;170452.0
2003-07-25;30.17;30.21;30.45;29.91;59.91K;-0.17%;1.25669;1.03;94.96;-4;6.2;90.9896;2.08;170452.0
2003-07-28;30.11;29.97;30.35;29.6;47.00K;-0.20%;1.25669;1.05;95.06;0.0011;6.2;90.9896;2.04;170452.0
2003-07-29;30.24;30.1;30.4;29.76;53.71K;0.43%;1.25669;1.04;95.33;0.0028;6.2;90.9896;2.04;170452.0
2003-07-30;30.68;30.2;30.8;30.0;79.81K;1.46%;1.25669;1.03;96.07;0.0078;6.2;90.9896;2.02;170452.0
2003-07-31;30.54;30.7;30.98;30.4;69.19K;-0.46%;1.25669;1.04;96.89;0.0085;6.2;90.9896;2.08;170452.0
2003-08-01;32.31;30.58;32.38;30.5;124.91K;5.80%;1.25669;1.0;96.66;-0.0024;6.1;90.7858;2.04;172787.0
2003-08-04;31.84;32.15;32.4;31.8;81.26K;-1.45%;1.25669;1.0;96.18;-5;6.1;90.7858;2.01;172787.0
2003-08-05;32.22;31.79;32.49;31.67;70.12K;1.19%;1.25669;0.86;96.16;-0.0002;6.1;90.7858;2.04;172787.0
2003-08-06;31.7;32.27;32.8;31.45;104.57K;-1.61%;1.25669;0.88;96.23;0.0007;6.1;90.7858;1.98;172787.0
2003-08-07;32.39;31.67;32.44;31.67;90.53K;2.18%;1.25669;0.95;95.83;-0.0042;6.1;90.7858;2.01;172787.0
2003-08-08;32.18;32.39;32.85;31.7;103.58K;-0.65%;1.25669;0.96;96.36;0.0055;6.1;90.7858;2.0;172787.0
2003-08-11;32.01;32.14;32.15;31.83;64.46K;-0.53%;1.25669;1.02;95.87;-0.0051;6.1;90.7858;2.07;172787.0
2003-08-12;31.92;32.0;32.35;31.35;118.30K;-0.28%;1.25669;0.99;96.15;0.0029;6.1;90.7858;2.08;172787.0
2003-08-13;30.78;31.88;32.16;30.7;128.09K;-3.57%;1.25669;1.01;96.18;0.0003;6.1;90.7858;2.17;172787.0
2003-08-14;31.09;30.81;31.15;30.1;95.12K;1.01%;1.25669;1.22;96.68;0.0052;6.1;90.7858;2.17;172787.0
2003-08-15;31.05;31.2;31.51;30.63;60.48K;-0.13%;1.25669;1.39;96.65;-0.0003;6.1;90.7858;2.19;172787.0
2003-08-18;30.89;31.31;31.6;30.8;54.16K;-0.52%;1.25669;1.03;97.35;0.0072;6.1;90.7858;2.16;172787.0
2003-08-19;30.7;30.89;31.08;30.36;67.65K;-0.62%;1.25669;0.93;97.31;-0.0004;6.1;90.7858;2.14;172787.0
2003-08-20;30.95;30.75;31.2;30.44;40.39K;0.81%;1.25669;0.89;97.37;0.0006;6.1;90.7858;2.19;172787.0
2003-08-21;31.88;31.0;32.4;31.0;109.83K;3.00%;1.25669;1.01;98.61;0.0127;6.1;90.7858;2.24;172787.0
2003-08-22;31.84;31.95;32.1;31.7;56.11K;-0.13%;1.25669;0.99;98.83;0.0022;6.1;90.7858;2.22;172787.0
2003-08-25;31.56;31.94;32.3;31.35;61.37K;-0.88%;1.25669;1.04;98.83;0.0;6.1;90.7858;2.22;172787.0
2003-08-26;31.95;31.5;32.05;31.35;73.74K;1.24%;1.25669;1.0;98.76;-0.0007;6.1;90.7858;2.22;172787.0
2003-08-27;31.21;31.95;32.07;31.1;84.06K;-2.32%;1.25669;0.98;98.86;1;6.1;90.7858;2.18;172787.0
2003-08-28;31.5;31.23;31.65;31.12;70.88K;0.93%;1.25669;1.04;98.83;-0.0003;6.1;90.7858;2.13;172787.0
2003-08-29;31.57;31.45;32.05;31.4;3.81K;0.22%;1.25669;1.01;98.1;-0.0074;6.1;90.7858;2.16;172787.0
2003-09-02;29.41;31.28;31.4;29.25;162.82K;-6.84%;1.25669;1.06;98.95;0.0097;6.1;91.3829;2.18;168270.0
2003-09-03;29.49;29.5;29.87;29.15;93.34K;0.27%;1.25669;0.96;98.71;-0.0024;6.1;91.3829;2.2;168270.0
2003-09-04;28.98;29.45;29.6;28.51;111.97K;-1.73%;1.25669;0.98;98.2;-0.0052;6.1;91.3829;2.2;168270.0
2003-09-05;28.88;28.96;29.1;28.65;61.63K;-0.35%;1.25669;0.96;97.09;-0.0113;6.1;91.3829;2.18;168270.0
2003-09-08;28.85;28.93;29.39;28.55;89.49K;-0.10%;1.25669;0.99;97.16;0.0007;6.1;91.3829;2.17;168270.0
2003-09-09;29.18;28.87;29.25;28.76;64.56K;1.14%;1.25669;0.95;96.44;-0.0074;6.1;91.3829;2.16;168270.0
2003-09-10;29.35;29.2;29.42;28.6;86.41K;0.58%;1.25669;0.95;96.5;0.0006;6.1;91.3829;2.1;168270.0
2003-09-11;28.82;29.4;29.52;28.7;66.85K;-1.81%;1.25669;1.0;96.56;0.0006;6.1;91.3829;2.13;168270.0
2003-09-12;28.27;28.85;29.14;27.85;97.63K;-1.91%;1.25669;1.02;96.01;-0.0056999999999999;6.1;91.3829;2.09;168270.0
2003-09-15;28.14;28.3;28.45;27.85;62.90K;-0.46%;1.25669;1.11;95.98;-0.0003;6.1;91.3829;2.1;168270.0
2003-09-16;27.56;28.14;28.25;27.36;67.04K;-2.06%;1.25669;0.97;96.67;0.0072;6.1;91.3829;2.03;168270.0
2003-09-17;27.03;27.56;27.73;26.8;74.60K;-1.92%;1.25669;0.97;95.74;-0.0096;6.1;91.3829;2.0;168270.0
2003-09-18;27.17;27.02;27.3;26.66;59.32K;0.52%;1.25669;1.0;95.95;0.0022;6.1;91.3829;2.01;168270.0
2003-09-19;27.03;27.14;27.28;26.65;58.55K;-0.52%;1.25669;0.99;94.96;-0.0103;6.1;91.3829;2.0;168270.0
2003-09-22;26.96;26.97;27.28;26.75;39.45K;-0.26%;1.25669;1.02;93.85;-0.0116999999999999;6.1;91.3829;2.05;168270.0
2003-09-23;27.13;27.15;27.69;27.1;72.92K;0.63%;1.25669;1.01;93.99;0.0015;6.1;91.3829;2.05;168270.0
2003-09-24;28.24;27.15;28.59;26.93;108.96K;4.09%;1.25669;1.03;93.7;-0.0031;6.1;91.3829;2.03;168270.0
2003-09-25;28.29;28.24;28.7;28.18;66.07K;0.18%;1.25669;1.08;93.76;0.0006;6.1;91.3829;2.05;168270.0
2003-09-26;28.16;28.3;28.37;27.87;53.66K;-0.46%;1.25669;1.03;93.87;0.0012;6.1;91.3829;2.05;168270.0
2003-09-29;28.4;28.24;28.62;28.24;48.53K;0.85%;1.25669;1.04;93.08;-0.0084;6.1;91.3829;2.06;168270.0
2003-09-30;29.2;28.38;29.38;28.31;101.28K;2.82%;1.25669;1.17;92.85;-0.0025;6.1;91.3829;2.01;168270.0
2003-10-01;29.39;29.15;29.43;28.85;87.29K;0.65%;1.03711;1.11;92.39;-5;6.0;91.5005;2.0;174020.0
2003-10-02;29.84;29.5;29.98;29.31;69.89K;1.53%;1.03711;1.02;92.42;0.0003;6.0;91.5005;2.02;174020.0
2003-10-03;30.4;29.82;30.44;29.47;82.09K;1.88%;1.03711;0.99;93.23;0.0088;6.0;91.5005;2.05;174020.0
2003-10-06;30.47;30.51;30.8;30.32;63.04K;0.23%;1.03711;0.99;92.41;-0.0088;6.0;91.5005;2.06;174020.0
2003-10-07;30.41;30.47;30.58;30.08;74.84K;-0.20%;1.03711;0.98;91.89;-0.0056;6.0;91.5005;2.1;174020.0
2003-10-08;29.81;30.44;30.5;29.45;90.27K;-1.97%;1.03711;0.99;91.73;-0.0017;6.0;91.5005;2.09;174020.0
2003-10-09;31.01;29.8;31.2;29.48;92.47K;4.03%;1.03711;1.02;91.99;0.0028;6.0;91.5005;2.12;174020.0
2003-10-10;31.97;31.05;32.6;30.81;105.37K;3.10%;1.03711;1.0;91.52;-0.0051;6.0;91.5005;2.15;174020.0
2003-10-13;31.95;31.97;32.05;31.6;54.87K;-0.06%;1.03711;1.0;91.89;4;6.0;91.5005;;174020.0
2003-10-14;31.82;31.9;32.49;31.5;79.14K;-0.41%;1.03711;1.08;91.83;-0.0007;6.0;91.5005;2.19;174020.0
